class, time, 2820, 2821, 2827, 2831, 2832, 2833, 2835, 2838, 2843, 2845, 2847
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 1, 3, 3, 0, 0, 0, 1, 2, 0, 1, 0, 0
2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 2, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0
2, 1, 0, 0, 0, 1, 1, 3, 1, 0, 0, 0, 1
1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1
1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1
1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0, 3, 1, 0, 0, 3, 4, 1, 0, 0, 0
1, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0
2, 1, 0, 0, 2, 0, 0, 2, 2, 2, 0, 0, 0
1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0
2, 1, 0, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 1, 2, 3, 0, 1, 0, 0
2, 1, 0, 9, 0, 0, 1, 0, 8, 0, 0, 0, 0
2, 1, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
1, 1, 2, 1, 0, 0, 0, 4, 0, 1, 0, 0, 1
2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 3, 2, 1, 0, 0, 0
1, 1, 3, 1, 0, 0, 0, 4, 0, 1, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 1, 6, 6, 1, 0, 0, 1, 2, 0, 1, 0, 0
2, 1, 0, 0, 1, 0, 1, 1, 2, 2, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0
2, 1, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0
2, 1, 0, 0, 0, 0, 1, 3, 5, 1, 0, 1, 0
1, 1, 0, 0, 0, 0, 0, 4, 0, 1, 1, 0, 0
2, 1, 2, 1, 0, 0, 0, 1, 2, 2, 1, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
2, 1, 0, 5, 0, 0, 2, 2, 4, 0, 0, 0, 0
1, 1, 0, 3, 0, 0, 0, 3, 2, 3, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 3, 4, 1, 0, 1, 0
2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0
2, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0
2, 1, 1, 1, 1, 0, 0, 2, 0, 1, 2, 0, 0
2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0
2, 1, 2, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0
1, 1, 0, 2, 0, 0, 0, 2, 2, 1, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 2, 2, 3, 2, 0, 0, 0
2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0
1, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0
1, 1, 0, 0, 0, 0, 0, 1, 0, 3, 1, 0, 1
1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0
1, 1, 0, 1, 2, 0, 0, 3, 1, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1
2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
2, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1
